image_path,distractor_1,distractor_2,flag,ar,annotator_id,text
160060.jpg,I should buy a Volvo because congress passed laws that tell me that I should.,I should buy a Volvo safe because it is a very good car.,,I should buy a Volvo because they were the safest cars even before congress passed laws to make others safer.,5,"IT SHOULDN'T TAKE
AN ACT OF CONGRESS
TO MAKE CARS SAFE.
Volvo was committed to safety
long before it became mandatory
In 1956, for example, we installed
packled dashboards: 12 years before
the government insisted on them,
In 1959. Voho became the first
mass produced car in the world with
sidety belts as standard equipment.
Nine years later all cars had safety
belts, inspired by Federal regulations
We don't just settle for the legal
minimum, either:
The aw savs all cars must have
two brake circuits, Volvos have two
triangalar cireuits each controlling
three wheels. So if one circuit fails
still have about 80% of your
ing power
Volvos also have many safety
features not required by law
Like front and rear ends which
absorb the impact of collisions. Four
wheel diie brakes with a pressure
proportioning valve to reduce the
chances of rear-wheel lock-up, Child
proof rear doors. Rear window
defrosters
Now who would you rather buy a
car from
A company that builds a safe car
because someone else made them
do it?
Ora company that buildsa safe
car becaise their conscience male
them do it?
VOLVO
"
93491.jpg,I should take Karate lessons here because many people are doing Karate.,I should take Karate lessons here because they wear nice white outfits.,,I should take Karate lessons here because they know what they're doing,5,"Pateando
muy alto
Puntapiés en todas direcciones
Patada frontal
El ap-cha-gui es otro de los
movimientos fundamentales de
esta técnica. Consiste en
golpear el pecho del adversario
con la punta del pie.
Para el taekwondo, la zona más
importante del cuerpo son las
piernas. Tanto que una buena
patada puede determinar la me-
dalla olimpica. En su origen, esta
lucha era una forma de defensa
contra los animales salvajes.
Patada en gancho
Para realizarla se gira el cuerpo
y se acerca la planta del pie de
leno a la cara del contrincante
Un furyo tchagui bien dado deja
K.0
Patada hacia atrás
La manera de realizar el
movimiento conocido como tuit
tchagui es que el luchador gire y
de espaldas, de una patada
hacia el atleta contrario.
Del suelo al techo
Patada lateral
El tolho-cha-gui es uno de los principales
golpes que se utilizan en taekwondo. En él
lo que se intenta es alcanzar el rostro del
contrincante. Un maestro es capaz de lograr
una apertura de piemas de 180 grados
Giro lateral
Girando bien todo el cuerpo,
el competidor golpea el rostro de
su rival con la planta del pie y el
talón. A este movimiento se lo
denomina tora tollo
Patada con el empeine
Cuando se realiza el bandal
tchegui, la piema del atleta
efectúa un semicirculo en
el aire y el empeine alcanza
el vientre del adversario.
Patada de arriba abajo
En el naryo tchagui, se levanta
una pierna por delante del
cuerpo, y con la planta del pie
y el talón hay que llegar a
tocar el rostro del oponente.
태권도
De principiante a maestro
El color del cinturón indica la categoría alcanzada por el
alumno. Pasar del blanco hasta el negro, que corresponde a
la máxima categoría, suele costar cuatro años como minimo.
Qué significa la palabra taekwondo
Tae corresponde a pie; kwon, a la mano,
y do significa camino. Así pues, taekwondo
quiere decir algo asi como ""camino de los
pies y de las manos""
Pais de origen
Corea
"
106102.jpg,I should buy this shoe because it only costs 990 dollars.,I should buy this show because it is very balanced.,,I should buy this shoe because its high quality.,5,"Ona scale of 1000,
tis shoeisa990.
In the Spring of 1978or slightest sacrifice of support
R&D
WIDTH-SIZING
ANEWBALANCE
EXCLLUSIVE
le came to us with
he 990s
structed just like a slipper This
r is con
an a
mbihous
They wanted to develop the technique of slip-lasting de Like every New Balance
tery best
were technically capable ofthan other
nds more technical skilshoe, the 990 is available in a
variety of widths, for a more
but the
s of the time it took
results are worth it. The shoe perfect fit
or the money it cost us to do it.
its better, feels better and
As it happens. New Balance
As it tuned out, it tookgives you more flexibilityis the onlv running shoe com-
longer than anyone expected. The 990 also features à
that makes
But, then, the New Balance 990 unique new stabili-
turned out better than any of
us dared imagine
device- a
tented Motion
zation
ferent widths But
that shouldn't sur-
A RUNNING SHOE THAT Ctrol Device that
ACTUALLY APPROACHES cradles your heel for
Every running shoe manuNEWFOR 1983
both flexability Wh
Affer all, isn't the
990 proof that well
o to almost any
to
THE IDEAL
maximum support
facturer strives to build into
ENHANCED
DURABILITY
their shoes
ection?
youre paying as
d angNew Balance Inc
Boston MA 02134
support.
Trouble is, one
at the
of the
much for a
the 990 costs, you have a right
to expect it to wear well
Tests show that our new
nearly 30% better than con-
the other hand, offers extra-heel pad makes the rearfoot
Superflex
ia
ols s The New ventional soling materials And
Balance 990.on an innovative carbon rubber new balance
990
ordinary flexibility without the exceptionally durable.
"
176302.png,I should buy this wallpaper because it is a great shade of white.,I should buy this product because it adds value to my kitchen.,,I should buy this product because it will make me attractive,5,"You know you're not the first
but do you really care ?
ASTON MARTİN
"
75386.jpg,I should buy these candies because they have hand-finished details.,I should buy these fabrics because they taste impeccable.,,I should buy these fabrics because children deserve the finer things in life.,5,"GIVE THEM A TASTE OF THE FINER THINGS: WORLD-CLASS FABRICS,
IMPECCABLE CRAFTSMANSHIP AND HAND-FINISHED DETAILS
WE'VENEVER SEEN EYES GROW
OUR MODELS THEY COULD TAKE
AFTER OUR SHOOT(WITH MOM's
WIDER THAN WHEN WE TOLD
HOME THEIR OWWN SUGARY STASH
"
148731.jpg,I should buy a Toshiba printer/copier because it has a good logo.,I should buy a Toshiba printer/copier because it has so many buttons.,,I should buy a Toshiba printer/copier  because it does multiple things ,5,"TOSHIBA
Leading Innovation >>
An all-in-one
that does-it-all
With Toshiba, you don't have to sacrifice quality when
you need quantity. From large-format printing needs
like banners up to 12"" x 47"" to everyday printing, you
can expect industry-leading image quality and best-
in-class color output from the e-STUDIO6550c series.
Work more efficiently with print speeds up to 75 PPM
in black and white and 65 PPM in color. Print, scan,
copy, fax and rest assured with the reliability that
comes from Toshiba's Quality Commitment, our
industry-leading guarantee.
Your Logo Here
O2014 Toshib , America Bu ev ตู6 Solutions. In
Electronic ImigrgDivision. A4 rights reserved
"
110182.jpg,I should watch dinosaurs because they are a million years old.,I should watch this movie because it is a dinosaur.,,I should watch this movie because it is mafe with a lot of new features,5,"TODAYS MOST ASTOUNDING ADVENTURE
that started
a million
years ago!
JACK H HARRIS production of
CINEMA SCOPE COLOR by DeLuxe
SEE the re-birth of a Stone Age Man!
SEE the Dinosaurus crush a crowded
bus like an eggshell!
SEE what happens when a prehistoric
man meets a modern girl!
SEE the battle between primeval beast
and monster machine!
SEE the taming of a giant sixty ton
Brontosaurus by a small boy
with
thrills SEE the death-duel of the Dinosaurs
Starring WARD RAMSEY-KRISTINA HANSON-PAUL LUKATER·Screenplay by JEAN YENVORTH and DAN E WESBURO
Co-produced and Directed by IRVIN S. YEAWORTH, JR. Produced by JACK H. HARRIS A Fairview Production A Universal-International Release
SOON at Motion Picture Theatres throughout the World!
"
713.jpg,I should try this because I want to reach the sky.,I should try this because I love to swim.,,I should try this because it looks great.,5,"ATHLETA
"
131182.jpg,I should fly Pan Am because it is such a beautiful hike.,I should fly Pan Am because I want to find a new world.,,I should fly Pan Am because i will have a fun vacation,5,"The other 50 weeks are ricbe tor the two yo spend abroad.
ind a new vacation world
on even a 2 week Clipper vacation
Leave the sun setting
behind you any eve-
İca'sfastest airiners: radar-equipped""Super"",
Clippers. These Douglas-buil DC7Cs hold
New Clipper Thrift
Service to All Europe
ning and groet it the next morning in Britaine than 15 transtlatic speed records
Tour these legedary Ies eoe pushing on If your billod eels a lttle naow, don't let
r dream falter. Pan Am's new economy-
ervice puts a round trip
ound tin evtr regalar
to the Coe. You'll have plenty of tie
For instance, if you leave Friday evening on a class Clipper Thrift s
two-week Clipper vacation, you don't have to to Lond
iy ti wetky from
wet tost
PANAM
rom the
your fare) fomNew Yorkn te Pan Am Pay
Later Pla Thrse two wonderful boons to travel
of hours to discover Euc. Indeed, make any for staying at home Jeeble.
in the timeit takes toget to a resortat home, you But prove it to yourself. Call your Travel
could be amid the treasures of centuries-old Agent or Pan Amcrican- 53 oflices in the U. S.
Witl Pan Anmerican it takes only a sprinkling
civilizations, For with Pan Am you fly onAer
and Canada.
WORLD'S MoST EXPERIENCED AIRLINE
"
37435.jpg,I should fly Aero Republica because I wear pants.,I should fly like a bird because I want to.,,i should fly Aero Republica because they are sophisticated.,5,"How Iwant to fly
Aero
República
"
24506.jpg,I should buy a Chevy because it is closest,I should buy a shadow because it is red,,I should buy a chevy because they are fabulous,1,"C A M A R O
SO NEW, ITS CLOSEST COMPETITION IS ITS SHA DOW
GM
""Carof theyear'
MOTOR TREND MAGAZINE
It wasn't long ago that the new Camaro iihan on-board computerized
228 was just a gleam in an engineer's
monitor
brain. And a new suspension
system
Today, it's Motor Trend magazine's
Car of the Year
e, the
But that's to be expected. Ater all
Chevrolet has won this award more than
any other nameplate coming away with
top honors in six out al the last tweve
years. And the new 228 just might be the
most excting new car ever to vwin it.
cockpit, featuring the available new LS
Conteur Seat with eighteen separate body
adjustments, serves as a dramatic
example of advanced inner-space
management allowing for a precise
meshing of driver to machine.
Camaro 228
Car of the
Its shape, for example, is a lesson in Motor Trend magazine's
acrodynamics. Advanced wind tunnel
technology has resulted in a drag
coefficient of just.369, even with down- ts shadow
And so new, its closest competition is
coefficiert nis resulted in
Not available in California. Some
Chevrolets are equipped with engines
And there are equally impressive
advanced innavations beneath its surface.
Like a new Cross-Fire fuel injection
system available on the 5.0 Liter V8
produced by other GM divisions
subsidiaries, or affiliated companies
worldwide. See your dealer for details
Chevrolet
CHEVY MAKES GOOD THINGS HAPPEN!
"
130605.jpg,I should buy Donna Karan because they can fix my teeth,I should buy nail polish because Donna Karan likes it,,I should buy Donna Karan makeup because it has bold lipstock colors.,1,"DONNA KARAN
"
63902.jpg,I should buy a new carpet because I can sleep on it,I should buy a metro ticket because I can travel with a bag,,I should buy this brand because it will make me attractive.,1,"GUCCI
"
27473.jpg,I should bring popcorns to the movies because they taste great with milk,I should bring my mom to the movies because she loves theatres,,I should bring my baby to the movies with me because the baby gets in for free.,1,"Bring Your Baby
to the Movies
for ""REEL MOMS""
Every Tuesday and Saturday at Participating Theatres
* Today's Hottest Movies
* Special Events & Giveaways Babies get in FREE!
* Dads & Caregivers Welcome
..、 r ENJOY. TH E SHOW CO.I. REELMONS
for participating theatres, showtimes and movies
child
-""
"
84261.jpg,Buy new extensions because they are shocking,Buy a good girl because she'll look away,,BUY THIS MAKEUP because it makes you pretty,1,"READY FOR A SHOCK
L'OREAL INTRODUCES
LIQUID LASH EXTENSIONS
NEW
TELESCOP
SHOCKING
EXTENSIONS
INCREDIBLE DESIGN
Now GOOD GIRLS
youre woth
LOREAL
CAN BE SHOCKING TOO!""
Mich
PARiS
"
14792.jpg,I should buy this aromatherapy treatment because il will be absolutely imported,I should buy Absolut Vodka because it has an imported twist-off cap,,I should buy Absolut Vodka because i feel relieved the moment i smell it.,1,"ABSOLUT
VODKA
IMPORTED
ABSOLUT AROMATHERAPY.
"
95529.jpg,I should go to a field because I can see a giraffe,I should go to the zoo during springtime because of blue skies,,I should go to the zoo because i can see giraffe,1,"priuglime
Perth Zop
"
2045.jpg,I should consider caring about my pretzels because Auntie Anne likes them,I should consider repeating my lemonade because I can share it with Anne,,I should consider Auntie Anne's for snack time because i can enjoy this with my boyfriend.,1,"-shaving ""caring ー
AuntieAnne's
2 PREMIUM +2 SPECIALTY
2 REGULAR DRINKS
IITED TIME ONLY
RM 6
20.00
care
, REPEAT.
"
24917.jpg,I should drive a Chevrolet because it likes camping,I should drive in the woods because it is beautiful,,I should drive a Chevrolet  because it is for a good price,1,"BIG, BEAUTIFUL AND BUDGET-MINDED CHEVROLET
"
47419.jpg,I should purchase an apple because it tastes great and can play music for 20 minutes,I should purchase an umbrella because it combines amazingly compact size and high performance,,I should purchase an apple iPod because it gives a great performance while being able to be used anywhere due to it's compact size.  ,1,"WORLD'S FIRST POCKET MUSIC PLAYER
Apple iPod
20 MINUTES OF MUSIC ANYWHERE
Uses tiny transistors no bulky tubes,
combines amazingly compact size, high performance
(82
Gons anywhare
plays evorywheret
Year's most exciting
now gift ideal
in tune with outdoor
living
A CCESSORIES
Leaar carrying cose hasFeother-light earphone is no
lorger than o hearing oid,
fastens comfortably to ear
$7.50
belt loop, pockt for
phone or spure battery
$3.95
"
81409.jpg,I should eat a bearded man because it is freshly prepared,I should eat fresh chicken because I hate KFC,,I should eat at KFC because their food is freshly prepared,1,"SHLY
KFC
REPAR
"
51044.jpg,I should buy my baker because I can eat him for breakfast,I should buy bermaline bread because of its deep knowledge of flavour,,I should buy bermaline bread because it is delicious and the best value.,1,"록 BERMALINE
BREAD
for Brighter Breakfasts . . .
Bright in delicious flavour
and in the knowledge that it
is the very best food value.
TRY
A LOAF
TO-DAY
FROM
YOUR
Iltn
BAKER
"
138864.jpg,I should use fire because it will make my car faster,I should use Sprint because it will make me beautiful,,I should use Sprint because it is reliable.,1,"500 miles
35 hours
002 seconds
Speed is beautifut
Sprintahead
"
9604.jpg,I should drink with a straw because I will look classy,I should drink coral nail polish because grapette looks away,,I should drink Grapette because it is delicious.,1,"QUEM BEBE grapette REPETE
dpetleREPETE
grapette
"
98816.jpg,I should buy a chair for my dog Milo because be loves to sit on black leather and stand out,I should buy an original Milo Chair at Crate & Barrel because it is very confident and a talented designer,,I should buy a Milo Chair at Crate 7 Barrel because this chair fits your style and is waiting at the store just for you to find and buy it.,1,"(It's so you.)
Milo Chair
A real original always stands out.An exact reissue of the classic 1966 Milo Baughman
design, the Milo Chair takes a confident stance in supple, black leather angled in the designer's
signature stainless steel bar frame. Uncompromising style. Unconditional comfort. $2499
Crate&Barrel
To find the store nearest you call 800.9676696 or visit crateandbarrel.com
"
1201.jpg,I should buy this car because it is a great thinker,I should buy a small car because I like thinking,,I should buy this car because its small and costs less.,1,"Think small
"
99765.jpg,I should shop for every lifestyle because CarKhajana fits for me,I should shop for a lineup of vehicles because it's part of my lifestyle,,I should shop at CarKhajana because they will have a car for me,1,"A VEHICLE
FOR EVERY
LIFESTYLE
See our full lineup of vehicles &
find the one that best fits you
CarKhajana
"
82275.jpg,I should buy cranberry seeds because they are excellent for orange juice,I should buy Kiehl's oranges because they can defend me from my skin,,I should buy Kiehl's because it can make my skin look healthier than ever before.,1,"1851
kl
RME&CRANBERRY SEED
RADIANCE MASQUE
ns Skin's
.oz.-75 ml
CILANTRO& ORANGE EXTR
LLUTA
NT DEFENDING MASC
fl. oz. -75 ml
Defend and supercharge your skin!
www.paradeoflove.com
"
175025.png,I should wear a shop because now I can have it for $120,I should wear two coats because I need them now,,I should wear these coats because the price has been reduced.,1,"ONLY $100
SHOP NOW
ONLY $120
SHOP NOW
"
60710.jpg,I should trust doctors because they can look at my future and be very imaginative when it comes to their work,I should trust my imagination because it will help he put my finger in a piece of paper with relevant information about genes,,I should trust GE when it comes to my healthcare because it allows doctors to do more with the information they receive and this will help me live longer.,1,"GE Healthcare
Doctors look at your medical history. Imagine
if they could look at your medical future.
introducing GE Healthcare, we've combined our medical systems business with Amersham plc, α leader
in moleculor technologies and biomolecular monufocturing systems. As a result, werre creating revolutionory
new woys to predict potential medical conditions befare they even occur. We're helping doctors see into the
future which will moke some health problems o thing of the post
To learn mcre, visit wwwge.com
imagination at work
"
11360.jpg,I should shop for compostable groceries because they are just better,I should grocery shop at Safeway because I am allergic to salmon and steaks,,I should grocery shop at safeway because it has the best deals.,1,"SAFEWAYbetter
CHOICE
GROUND
FRESH
USDA Choice
Beef Ribeye
97
27
New York or
T-Bone Steak
Bone in, Family Pack
ib
Club Price
lb
Club Price
85% Lean
or More
996|Chicken, skinless
199|Nedoen ten Nelde Plats
67
All Natural
Pork Sirlein Chops
$5
Sliced Bacon
fresh Made
Sweet Corn
Additional: 3 for 51.00ea.
Club Price 24 Bows
BUD
LIGH
Galon Mk
189
aissue
ty
58
410
your purchase of
$50 or more
Valid Friday, July 15, zo116
Download now on Friday is now exclusively
available on Just for U
COMPOSTABL
LUTS ANE PER HOUSEHOLD HERCAY
"
8680.jpg,I should buy a trunk because I can go on a date with a pheasant,I should buy a gun for my pheasant because it has a cleaning kit,,I should buy a gun because it's good for hunting.,1,"82
Date with pheasant
In no ocher shooting is a fine weapon
more desirable, more in keeping with
the nature of the sport. In our Gun
Room are the prodiacts of
the best forrign and domes-
tie gun makers. We have
many used guns, in excellent
condition, at prices much
lower than the original fgure. You are eoedially invited to visit
our Gun Room, the unolficial club house of all who love guns
MPORTED GUN
CLEANING KT
WINCHESTER MODLL 21
DOUBLE BARREL SHOTGUNHandy.cenpact shsting accesny
An nding Aerican made ods all e necessary Homs for
horgsm noted for ns dependalslity. eaning rifes shotgns in te
weeknanhip and peefect bulanc ild or at bome
cer, beavertail fone-end
IMPORTED OAK LEATHER
SPEELL Ox
HANDY RONST
on car or traes With weh strap oon33.00
ABERCROMBIE
& FITCH CO
CEcADO SToE VON LENERKE & ANTOINE NOTWA
"
52512.jpg,I should get a red stamp on my documents because otherwise I'll get killed,I should get a killer because my stapler leaves red marks on my documents,,I should get this stapler because it's heavy duty.,1,"THE KILLING
STAPLER
Sanctuary
"
95837.jpg,I should buy a race because cars can win it,I should buy some stickers for my Mazda because it will look cool,,I should buy a mazda because they are a winning performance car,1,"MOTORSPORTS
WHEN WE RACE, YOU WIN.
On any given weekend, there are more Mazdas and Mazda-powered cars on U.S. racetracks
than any other automaker. And it's this constant test of endurance that proves the caliber
of our engineering. And our mettle.
70
ontinentals
"
86081.jpg,I should buy a perfect body because it will give me the perfect coverage,I should buy this collection because I can explore the perfect fit,,I should buy these underwear because they will give me the perfect body.,1,"FECT
FI
ti
DEMI RACERBACK WIRELESS MULTI-WAY PERFECT NEW! PERFECT PUSH-UP
PERFECT
UNLINED COVERAGE
NEW!
LONG LINE
DEMI
SHAPE
COMFOR
DEMI PUSH-UP
DEMI
"
131296.jpg,I should keep wearing my astronaut costume because you never know when you're going to need it,I should keep adhesives and staples at hand because I may need them on the moon,,I should keep scotch tape on hand at all times because you never know when you're going to need it. ,1,"Scotch
You never know
when you're
going to need-it
Scotch Tape is a clear, safe, and reliable
alternative to adhesives and staples And
it's had more than 80 years of experience
to prove it.
"
81771.jpg,I should buy a Kia because it makes excellent plots,I should buy 7 Kias because I can drive them on a rainbow,,I should buy a Kia because it is economical and fun.,1,"impe
ECONOMY
EVERYONE
CAN ENJOY
Good news fleet managers, you can please everyone
With an impressive 76mpg, 97g/km Co, emissions, 1 396 BIK
and P11D value of £16.240, the new Kia cee'd goes down
well with the accounts department
Plus Its voice activated Bluetooth Flex Steer and Parallel Park
■
■
Assist System is a hit with the drivers
Not to mention the 7 year warranty to make your Efe easier.
The new Kia cee'd designed to keep everyone happy.
KI
XIA
"
119976.jpg,I should buy and Land Rover because it can fold pages,I should buy the new 2007 defender because it pulls doors,,I should buy and Land Rover because it has more towing power.,1,"MORE PULL
ROVER
NEW 2007 DEFE
"
119227.jpg,I should buy a Porsche because I am a rational and boring person,I should buy a Porsche because it will feel like a black and white movie,,I should buy a new Porsche because it is just the thing to do.,1,"There are rational arguments
for buying a new Porsche, but we
won't bore you with them.
"
34327.jpg,I should go to Okinawa because I will be captivated by evil monkeys,I should go to Okinawa because you will fall in love with a seductive woman,,I should go to okinawa because they have beautiful sites,1,"Cruising
OKINAWA
is like
ove at first sightn
You'll be seduced
by its beauty,
captivated by its charm.
Worlds apart from the rest of Japan and 1,000 miles from Tokyo, Okinawa today is renowned as a tropical
famous for its white sandy beaches, crystal-clear waters, unique crafts, local dishes and World Heritage
ites relating to the Ryuku Kingdom's 500 years of rule.
With its laid-back atmosphere and natural beauty that includes forests laced with rivers and waterfalls, is it any
wonder that Okinawans are among the longest-living people on earth?
Oktn arving weiaurely by ship irsteacd of hasslinkg with s fight from Tolro you ton, wil he right in step with
Okinawa's sow pace of life, ready to enjoy everything this unique tropical paradise has to offer
VISIT OKINAWA
Japan. Endless Discover%
Ookinnwa Protecture
YOkinnw. Convention & Visitors Bureau
-
-
"
173483.png,I should buy the new fragrance for me because I feel guilty,I should buy these makeup products because they'll make my eyes big,,I should buy this product because it attracts the opposite sex.,1,"GUCCI GUILT
THE NEW TRACRANCE FOR HER
CUCCIGUILTY
"
13108.jpg,I should get a BMW because they are great for splashing water around,I should get a vacation in Bavaria because they have great cars,,I should get a BMW because they are fast,1,"BMWgoes like schnell.
This car is fast. Not ony through hligh compression engine and the Bavrian Motor Works tamous to
the gears izero to 60 in 9 sec finest roadholding cf any car you Bndw what we madeness means
ords), but for the long al will can b nwhere
actually cruse át 100 mph And it Put those two deas together dealer and let him show you
will get you through the tightest Utility and performanceand As yoa'll see, BMW is one
turns quicker than you ever beyouve got the reason automative schnell of a car
ieved a sedan coold
So go to your nearest BMW
Thats because undegneath sedan in the world
that commodeous sedan body, Yet that's stin nst the whole nnur.--.、т,ік。sacem
BMWis no sedan at all, It's a race story
bred sports car, with a rugsed, craftsmanship that made the t
You have to see the kind of
Bavarian Motor Works
"
173837.png,I should go on holiday in Great Britain because I can be a guest for 9 days,I should go on British Railways because they can take me to New York and Chicago,,I should go on British Railways because it's a nice but economic way to travel.,1,"See Britain first
BY RAIL
NEW
9-Day ""Guest Ticket""
!悲
for UNLIMITED Rail Travel
Only $24.00 Third Class, $36.00 First Class
Not obtainable in Britain-
THE BRAEMAR
Purchase before you leave
New Low Cost Features
● A Bedroom
only $5.08
osis
tain 's train serv
wift, convenient and
so comfortable-the key to seeing many places
in a limited period. Your Travel Ageni can make all
arrangements, including reservations at hotels,
on trains and channel steamer services to Ireland
and the Continent, before you leave
o See the Trossachs -Scotland's scenic wonder.
land-for $3.03, from Edinburgh or Glasgow
Dine as you ride for as little as $1.00
BRITISHH
RAILWAYS
For literature and complete information. piease serite
Department 27 at any British Railrays Ofice.
NEW YORK 20, N. Y., 9 Rockefeller Plaza
CHICAGO 3, ILL., 39 So. La Salle Street
LOS ANGELES 14, CAL., 510 W. Sixth St
TORONTO 1 ONT., 69 Yonge Street
www.alamy.com C5E8D4
"
6226.jpg,I should use a roll to paint my walls because I want to make them blue,I should use Barclays bank because I want to spend all of my savings,,I should use Barclay's bank for a home loan.  because they make it affordable.,1,"HOW CAN I AFFORD
A DEPOSIT
WITHOUT SPENDING
MY SAVINGS?
4.69%
4.49%
4.70%
BARCLAYS
"
44879.jpg,I should eat homemade vegan food because it will not give me joy,I should eat chocolate cookies because Almond Joy loves them,,I should eat Almond Joy because i like almonds.,1,"Homemade Vegan
Almond Joy Bars
V/GF damyhealth.com
"
26788.jpg,I should stop checking my weight because I like being chubby,I should stop wearing my Chipotle pants because they weigh 40 pounds,,I should stop eating Chipotle because it can cause me to gain 40 pounds,1,"""CHIPOTLE"" HEALTHY MY ""CHIPOTLE"" PANTS
Eat two
""all natural""
Chipotle
burritos a
week and
you coulcd
gain 40
pounds in
a year.
Eat two
""natural'""
Chipotle
burritos a
week and
you could
gain 40
pounds in
a year.
Chipotle makes high-calorie burnitos and tacos, but spends
or how its foods are anbibiotic-dree tuntises meat thait un
their food heier
Chipotle makes High-calorie burritos and tacos, but spends
most ef its marketing dollars stressing how-sustainable, it is, of bow its
foods are antiblotic-free (except when it sells meat trom animals treated
with antibiotics). Al these claims may sound good, but experts say they
don't make Chipotie's food healthier. Experts do agree that eating too
many 1,300-1,500 calorie burritos will probably make you fat
eting doilars
chat eating 1300-L500
calorie bunritos wi
probably make you
Find out more at
CHUBBYCHIPOTLE.COM
Find out more at
CHUBBYCHIPOTLE.CONM
"
122888.jpg,I should buy a RCA vacuum cleaner because it loves thunderstorms,I should buy a noiseless tube because it is inside America,,I should buy a RCA radio tube because it will improve my listening experience.,1,"FM radio receivers are more static-free and less costly-thanks to
research at RCA Laboratories.
NEW FM-
noiseless as the inside of a vacuum tube!
Now, FM, or Frequency Modula- ""Better things at lower cost"" is one
tion reception, provides still greater of the purposes of RCA Labora-
freedom from static and interfer tories-where similar research is
ence caused by storms, oil burners, constantly going into all RCA
and domestic appliances
products
It's radio at its finest-making And when you buy anything
your living room a part of the con bearing the RCA Victor name
cert hall itself. You've no idea of from a television receiver to a radio
how marvelous music can sound tube replacement-you know you Stuart William Seeley, Manager of
over the radio until you hear the are getting one of the finest in the Industry Services Laboratory,
golden perfection of FM reception struments of its kind that science RCA Laboratories Division, per-
developed by RCA.
fected this new FM circuit. It not
only operates equally effectively
has yet achieved.
Moreover, through this new RCA
weak stations, hut
development, FM receivers can be
made at a cost comparable to that
Radio Corporation of America, RCA
Building, Radio City, New York 20.
Listen to The RCA Victor Show, Sun-
Nnerica, RC4 lowers
lowers the cost of receivers by
eliminating additional tubes and
of standard-band broadcastre- days, 4:30 P.M., Eastern Standard T'ime, parts that were formerly considered
ceivers. FM is no longer expensive!
over the NBC Network.
necessary in FM receivers.
RC
Y
RADIO CORPORATION of AMERICA
"
170291.png,I should try tris new makeup because it will make me look tasty,I should try Burger King because my eye is like a burger,,I should try Burger King because they have a tasty new flavor.,1,"A T
BY BURGER KING
"
171923.png,I should buy these chocolates because successful parties need pyramids ,I should buy these chocolates because they are made of 60 stars ,,I should buy these chocolates to make my party a success.,2,"FERRERO
ROCHER
Make your party a success
with Ferrero Rocher!
FERRR
FERRRO
ROCHE
ding 60 Ferrero
a decorative pyram
rerrero Rocher and a decorative
"
52494.jpg,I should support efforts to stop deforestation because otherwise big clouds are the prelude to a catastrophe ,I should support Greenpeace because some people are trying to stop the pruning of big trees,,I should support efforts to stop deforestation because it is the equivalent of a nuclear war on forests,2,"STOP THE CATASTROPHE
GREENPEACE
"
144593.jpg,I should eat at texas brazil because pork and chicken taste better on Father's Day,I should eat at texas de brazil because they know how to grill flowers with beef,,"I should eat at texas brazil because father's day, fathers eat free",2,"TEXAS deBRAZİL
CHURRASCARIA
Brazilian Steakhouse
Happy Tathertay
Celebrate a great dad with a great dining experience at Texas de Brazil!
Give your grill master the night off and let ours prepare seasoned cuts
of beef, lamb, pork, chicken and sausage cooked to perfection and
served tableside sizzling hot.
FATHERS EAT FREE
with the purchase of
another dinner!
Valid up to 2 complimentary fathers ONLY
per table/reservation with the purchase of
2 regular price dinners. Please print and
PRESENT OFFER TO SERVER to receive discount.
Due to the popularity of this offer
reservations are HIGHLY RECOMMENDED
All Texas de Brazil locations will be open
starting at 11:00 am on Sunday, June 21,
serving the regular dinner menu.
Please contact the location nearest
you for more information.
"
102139.jpg,I should use aluminum foil because dogs are protective ,I should use aluminum foil because it is a detergent ,,I should use aluminum fool because it's protective,2,"Aluminum Foil Keeps it
So Much
Better
its a
protective
Sheet of
metal
DET
Reynolds Wrap
QUALITY
PROTECTED WITH
Reynolds Wrap
ALUMINUM
PACKAGING
So for these as for so many packaged products
DETERGENTS AND SOAP POWDERS are
creations of science... formulated to do their ..guide your shopping by the gleam of
job with amazing efficiency...manufactured aluminum. And look for the Seal that tells
with utmost care. To reach you fresh and the whole story: ""quality protected with
full-powered-even in the rain-they need Reynolds Wrap Aluminum Packaging.""
modern protection...Aluminum Foil Cartons! Reynolds Metals Company, Richmond 18, Va.
"
52631.jpg,I should recycle because e-waste can be used to lift weight in a beach in India,I should recycle because cycling over 1800 electronic goods sounds great ,,I should recycle because discarded refuse can be used to build a land bridge to an island located off shore,2,"Ramchandra keh gaye Siya se, aisa Kaliug aayrga
Dharti pe sab jagah sirf, Electronic kuda hi payxga.
Didn't sound too great, right?
But this is going to be THE reality,dear!
So you either send your old electronic goods for recycling or else one
dayyou'll be living off junk
As the world wakes up to the human impact on nature, Attero strides
ahead with state-of-the-art technology to become India's pioneer,
end-to-end re-cycling think tank. It is a small revolution in the larger
revolution of life. For thinking about humankind's future is a
responsible job.
It's time you wake up to the reality and play your part
We will do the rest.
ATTEROCFCIG
Contact Us via mail at sourcing@attero.in
Call 1800 -419-3283 to have your E-waste handled right.
Recognized by Ministry of Environment and Forests and CPCB
"
